"route_id","parent_station","walk_poly_wkt"
"Green-B","place-buwst","POLYGON ((-71.11258 42.34449, -71.11301 42.34437, -71.11345 42.34425, -71.11432 42.34401, -71.11517 42.35463, -71.11287 42.3554, -71.11279 42.35544, -71.10993 42.3559, -71.10982 42.35591, -71.10957 42.35565, -71.10873 42.35482, -71.11174 42.34483, -71.11258 42.34449))"
"Green-B","place-stplb","POLYGON ((-71.11699 42.34379, -71.11734 42.34386, -71.11796 42.34438, -71.11754 42.35357, -71.1169 42.35328, -71.11509 42.35363, -71.11437 42.34464, -71.11699 42.34379))"
"Green-B","place-plsgr","POLYGON ((-71.1182 42.34462, -71.11872 42.3444, -71.11886 42.3444, -71.12158 42.34566, -71.12031 42.35439, -71.11766 42.35363, -71.11754 42.35357, -71.11794 42.34473, -71.1182 42.34462))"
"Green-B","place-babck","POLYGON ((-71.12202 42.34453, -71.12216 42.3445, -71.1248 42.34538, -71.12555 42.34586, -71.12274 42.35477, -71.12163 42.3546, -71.12061 42.35447, -71.12031 42.35439, -71.12174 42.34459, -71.12202 42.34453))"
"Green-B","place-brico","POLYGON ((-71.12689 42.34539, -71.12699 42.34537, -71.12735 42.34543, -71.12936 42.35583, -71.12552 42.35502, -71.1253 42.35499, -71.12275 42.35472, -71.12563 42.34561, -71.12689 42.34539))"
"Green-B","place-harvd","POLYGON ((-71.12843 42.34396, -71.12926 42.34406, -71.13622 42.35533, -71.1348 42.35641, -71.13218 42.35699, -71.13187 42.35695, -71.13064 42.3566, -71.12943 42.35622, -71.1271 42.34415, -71.12843 42.34396))"
"Green-B","place-grigg","POLYGON ((-71.1302 42.34534, -71.13114 42.34472, -71.13257 42.34403, -71.13463 42.34385, -71.13723 42.35364, -71.13546 42.3541, -71.13009 42.34542, -71.1302 42.34534))"
"Green-B","place-alsgr","POLYGON ((-71.13483 42.34298, -71.13754 42.34465, -71.14038 42.35454, -71.13875 42.3548, -71.13795 42.35482, -71.13755 42.35484, -71.13443 42.3431, -71.13483 42.34298))"
"Green-B","place-wrnst","POLYGON ((-71.14947 42.34934, -71.14947 42.34957, -71.14941 42.35065, -71.1493 42.35099, -71.1488 42.35119, -71.14575 42.35245, -71.14232 42.35454, -71.14211 42.35464, -71.1412 42.35477, -71.14095 42.35478, -71.14043 42.3547, -71.13754 42.34465, -71.14936 42.34905, -71.14947 42.34934))"
"Green-B","place-wascm","POLYGON ((-71.15057 42.34834, -71.15045 42.34869, -71.15017 42.34887, -71.14929 42.34875, -71.14884 42.34885, -71.13754 42.34465, -71.13432 42.34266, -71.1341 42.34247, -71.13465 42.34031, -71.135 42.33916, -71.13507 42.33908, -71.13512 42.33906, -71.13883 42.33828, -71.13955 42.33809, -71.15058 42.34831, -71.15057 42.34834))"
"Green-B","place-sthld","POLYGON ((-71.14143 42.33688, -71.14175 42.33671, -71.1448 42.33601, -71.1457 42.33592, -71.1512 42.34653, -71.14941 42.34723, -71.13974 42.33827, -71.14143 42.33688))"
"Green-B","place-chswk","POLYGON ((-71.15477 42.34609, -71.15335 42.34679, -71.15135 42.34682, -71.14568 42.33587, -71.15397 42.3409, -71.15502 42.34593, -71.15477 42.34609))"
"Green-B","place-chill","POLYGON ((-71.1451 42.33504, -71.14549 42.33422, -71.146 42.33335, -71.14661 42.33233, -71.14691 42.33212, -71.15064 42.33247, -71.1551 42.33192, -71.1561 42.33183, -71.1563 42.33181, -71.15647 42.33213, -71.1579 42.33426, -71.15397 42.3409, -71.14568 42.33587, -71.14505 42.3352, -71.1451 42.33504))"
"Green-B","place-sougr","POLYGON ((-71.1589 42.33694, -71.1617 42.33508, -71.1618 42.34391, -71.15803 42.34566, -71.15771 42.34581, -71.15496 42.34564, -71.15397 42.3409, -71.15713 42.33556, -71.1589 42.33694))"
"Green-B","place-lake","POLYGON ((-71.16174 42.33424, -71.16195 42.33395, -71.1622 42.33388, -71.16223 42.33388, -71.16515 42.33373, -71.16804 42.33423, -71.17159 42.33475, -71.1734 42.33499, -71.17438 42.33563, -71.17575 42.33715, -71.17582 42.3375, -71.1748 42.34098, -71.17443 42.34188, -71.16975 42.34479, -71.1694 42.34488, -71.16372 42.34654, -71.16298 42.34653, -71.16224 42.34652, -71.1621 42.34645, -71.16183 42.34627, -71.1617 42.33429, -71.16174 42.33424))"
"Green-C","place-north","POLYGON ((-71.06966 42.36475, -71.06973 42.36616, -71.06965 42.36736, -71.06949 42.36761, -71.0664 42.36953, -71.0626 42.37122, -71.06204 42.37136, -71.06177 42.37139, -71.06048 42.37127, -71.05514 42.37026, -71.05276 42.37096, -71.05237 42.37099, -71.05195 42.37102, -71.0516 42.371, -71.05124 42.37099, -71.05125 42.37063, -71.05254 42.36783, -71.06269 42.36199, -71.06685 42.36129, -71.06718 42.36131, -71.06966 42.36475))"
"Green-C","place-haecl","POLYGON ((-71.05223 42.36716, -71.0514 42.36643, -71.05135 42.36635, -71.05035 42.36437, -71.04761 42.36, -71.04755 42.35964, -71.04876 42.35908, -71.06269 42.36199, -71.0529 42.36762, -71.05223 42.36716))"
"Green-C","place-gover","POLYGON ((-71.05129 42.357, -71.05241 42.35571, -71.05262 42.35542, -71.05324 42.35476, -71.05354 42.35447, -71.05393 42.35435, -71.06685 42.36129, -71.06269 42.36199, -71.04843 42.35902, -71.05129 42.357))"
"Green-C","place-pktrm","POLYGON ((-71.05456 42.35241, -71.05472 42.35209, -71.0567 42.35139, -71.06961 42.35784, -71.06947 42.35803, -71.06867 42.35906, -71.06613 42.3609, -71.05429 42.35454, -71.05456 42.35241))"
"Green-C","place-boyls","POLYGON ((-71.05681 42.35032, -71.05766 42.34945, -71.05852 42.34907, -71.05856 42.34905, -71.06024 42.34834, -71.06427 42.34632, -71.07071 42.35833, -71.0707 42.35834, -71.07065 42.35837, -71.0561 42.35109, -71.05681 42.35032))"
"Green-C","place-armnl","POLYGON ((-71.06488 42.34727, -71.06534 42.34667, -71.0654 42.34661, -71.06548 42.34657, -71.06755 42.34577, -71.0696 42.34508, -71.06981 42.34501, -71.06998 42.345, -71.0709 42.3452, -71.07654 42.35515, -71.07446 42.35686, -71.07251 42.35829, -71.07058 42.3581, -71.06482 42.34735, -71.06488 42.34727))"
"Green-C","place-coecl","POLYGON ((-71.07151 42.34588, -71.0722 42.34482, -71.07237 42.34461, -71.07345 42.34349, -71.07369 42.34331, -71.07402 42.34316, -71.07418 42.34309, -71.07774 42.34361, -71.08123 42.34399, -71.08393 42.3526, -71.08391 42.35264, -71.08348 42.35324, -71.08157 42.35469, -71.08135 42.3548, -71.07761 42.35542, -71.07668 42.3554, -71.07139 42.34607, -71.07151 42.34588))"
"Green-C","place-hymnl","POLYGON ((-71.08307 42.34145, -71.08323 42.34135, -71.08334 42.34133, -71.08655 42.34114, -71.08679 42.34114, -71.09064 42.34127, -71.09073 42.34128, -71.09183 42.3417, -71.09213 42.34189, -71.09235 42.34206, -71.09056 42.3553, -71.08681 42.35299, -71.08486 42.35287, -71.08406 42.3526, -71.08392 42.35255, -71.08101 42.34328, -71.08307 42.34145))"
"Green-C","place-kencl","POLYGON ((-71.09733 42.34332, -71.09741 42.34332, -71.09995 42.34356, -71.10256 42.35149, -71.10255 42.35149, -71.10102 42.35163, -71.10082 42.35162, -71.09916 42.35126, -71.09565 42.35075, -71.09126 42.3538, -71.09094 42.35396, -71.09074 42.35394, -71.09212 42.34376, -71.09733 42.34332))"
"Green-C","place-smary","POLYGON ((-71.10103 42.34165, -71.10108 42.34163, -71.10245 42.34135, -71.10699 42.3409, -71.11153 42.35072, -71.1097 42.35126, -71.10751 42.35191, -71.10599 42.35172, -71.10432 42.35114, -71.10219 42.35037, -71.09994 42.34352, -71.10103 42.34165))"
"Green-C","place-hwsst","POLYGON ((-71.10875 42.33949, -71.10974 42.33896, -71.11555 42.34932, -71.11182 42.35065, -71.11154 42.35074, -71.10681 42.34051, -71.10875 42.33949))"
"Green-C","place-kntst","POLYGON ((-71.11284 42.33673, -71.11842 42.34971, -71.11625 42.35057, -71.10946 42.33847, -71.11284 42.33673))"
"Green-C","place-stpul","POLYGON ((-71.11646 42.337, -71.12195 42.34782, -71.12139 42.34831, -71.1201 42.34908, -71.11842 42.34973, -71.11347 42.33821, -71.11646 42.337))"
"Green-C","place-cool","POLYGON ((-71.11705 42.33716, -71.11971 42.33505, -71.1215 42.33511, -71.12177 42.33513, -71.12564 42.34747, -71.12561 42.34747, -71.12226 42.34842, -71.11664 42.33736, -71.11705 42.33716))"
"Green-C","place-sumav","POLYGON ((-71.12332 42.33578, -71.13193 42.34588, -71.12801 42.34679, -71.12695 42.34697, -71.12543 42.34681, -71.12212 42.33626, -71.12332 42.33578))"
"Green-C","place-bndhl","POLYGON ((-71.12481 42.33519, -71.12496 42.3351, -71.12529 42.33503, -71.1275 42.33466, -71.13292 42.34511, -71.13231 42.3454, -71.13143 42.3453, -71.12356 42.33606, -71.12481 42.33519))"
"Green-C","place-fbkst","POLYGON ((-71.12908 42.33408, -71.13097 42.33308, -71.13292 42.33334, -71.13349 42.33381, -71.13349 42.34437, -71.13263 42.34438, -71.13253 42.34436, -71.1274 42.33445, -71.12908 42.33408))"
"Green-C","place-bcnwa","POLYGON ((-71.13428 42.33436, -71.14069 42.34443, -71.13879 42.34462, -71.13781 42.34467, -71.13557 42.3443, -71.13522 42.34415, -71.13499 42.34391, -71.13349 42.34334, -71.13349 42.33441, -71.13428 42.33436))"
"Green-C","place-tapst","POLYGON ((-71.138 42.333, -71.13826 42.33301, -71.14224 42.34398, -71.14124 42.34406, -71.14049 42.34411, -71.13348 42.33311, -71.13336 42.33263, -71.138 42.333))"
"Green-C","place-denrd","POLYGON ((-71.13816 42.33173, -71.14075 42.33173, -71.14183 42.33182, -71.14474 42.34342, -71.14302 42.34403, -71.14284 42.34407, -71.1425 42.34411, -71.14229 42.34412, -71.13782 42.33179, -71.13816 42.33173))"
"Green-C","place-engav","POLYGON ((-71.14418 42.33216, -71.14509 42.33229, -71.14942 42.34186, -71.14595 42.34252, -71.14449 42.34244, -71.14188 42.33202, -71.14418 42.33216))"
"Green-C","place-clmnl","POLYGON ((-71.14536 42.33049, -71.14565 42.33028, -71.14583 42.33021, -71.14617 42.33011, -71.14946 42.33007, -71.15201 42.33068, -71.15549 42.33137, -71.15618 42.33177, -71.15634 42.33209, -71.15637 42.33218, -71.15747 42.33804, -71.15808 42.33824, -71.15797 42.33859, -71.15763 42.33961, -71.1576 42.33968, -71.1575 42.33981, -71.15628 42.34083, -71.15616 42.34089, -71.15491 42.34115, -71.15014 42.34164, -71.14934 42.34168, -71.14459 42.33118, -71.14536 42.33049))"
"Green-D","place-gover","POLYGON ((-71.06603 42.36334, -71.06568 42.3636, -71.06456 42.36423, -71.06356 42.36468, -71.0626 42.36501, -71.05963 42.36572, -71.05861 42.36597, -71.05524 42.36593, -71.05345 42.36544, -71.05322 42.36535, -71.05315 42.36531, -71.05284 42.36512, -71.05256 42.36469, -71.05161 42.36278, -71.04761 42.36, -71.04755 42.35964, -71.05129 42.357, -71.05241 42.35571, -71.05262 42.35542, -71.05324 42.35476, -71.05354 42.35447, -71.05393 42.35435, -71.06768 42.36173, -71.06603 42.36334))"
"Green-D","place-pktrm","POLYGON ((-71.05456 42.35241, -71.05472 42.35209, -71.0567 42.35139, -71.06961 42.35784, -71.06947 42.35803, -71.06867 42.35906, -71.06613 42.3609, -71.05429 42.35454, -71.05456 42.35241))"
"Green-D","place-boyls","POLYGON ((-71.05681 42.35032, -71.05766 42.34945, -71.05852 42.34907, -71.05856 42.34905, -71.06024 42.34834, -71.06427 42.34632, -71.07071 42.35833, -71.0707 42.35834, -71.07065 42.35837, -71.0561 42.35109, -71.05681 42.35032))"
"Green-D","place-armnl","POLYGON ((-71.06488 42.34727, -71.06534 42.34667, -71.0654 42.34661, -71.06548 42.34657, -71.06755 42.34577, -71.0696 42.34508, -71.06981 42.34501, -71.06998 42.345, -71.0709 42.3452, -71.07654 42.35515, -71.07446 42.35686, -71.07251 42.35829, -71.07058 42.3581, -71.06482 42.34735, -71.06488 42.34727))"
"Green-D","place-coecl","POLYGON ((-71.07151 42.34588, -71.0722 42.34482, -71.07237 42.34461, -71.07345 42.34349, -71.07369 42.34331, -71.07402 42.34316, -71.07418 42.34309, -71.07774 42.34361, -71.08123 42.34399, -71.08393 42.3526, -71.08391 42.35264, -71.08348 42.35324, -71.08157 42.35469, -71.08135 42.3548, -71.07761 42.35542, -71.07668 42.3554, -71.07139 42.34607, -71.07151 42.34588))"
"Green-D","place-hymnl","POLYGON ((-71.08307 42.34145, -71.08323 42.34135, -71.08334 42.34133, -71.08655 42.34114, -71.08679 42.34114, -71.09064 42.34127, -71.09073 42.34128, -71.09183 42.3417, -71.09213 42.34189, -71.09235 42.34206, -71.09056 42.3553, -71.08681 42.35299, -71.08486 42.35287, -71.08406 42.3526, -71.08392 42.35255, -71.08101 42.34328, -71.08307 42.34145))"
"Green-D","place-kencl","POLYGON ((-71.09733 42.34332, -71.09741 42.34332, -71.09769 42.34334, -71.10261 42.35147, -71.10255 42.35149, -71.10102 42.35163, -71.10082 42.35162, -71.09916 42.35126, -71.09565 42.35075, -71.09126 42.3538, -71.09094 42.35396, -71.09074 42.35394, -71.09212 42.34376, -71.09733 42.34332))"
"Green-D","place-fenwy","POLYGON ((-71.09773 42.34088, -71.09836 42.33989, -71.09855 42.33959, -71.0991 42.33925, -71.09933 42.33922, -71.09969 42.33918, -71.10174 42.33913, -71.10229 42.33914, -71.11207 42.34704, -71.1119 42.34774, -71.11105 42.34932, -71.11061 42.34995, -71.10956 42.35061, -71.10702 42.35145, -71.10671 42.35147, -71.10551 42.35123, -71.10225 42.35088, -71.09706 42.34231, -71.09773 42.34088))"
"Green-D","place-longw","POLYGON ((-71.11898 42.34002, -71.11958 42.34103, -71.11952 42.34138, -71.11531 42.34523, -71.115 42.34542, -71.11169 42.34673, -71.10294 42.33967, -71.10351 42.33735, -71.10364 42.33701, -71.10641 42.3362, -71.10903 42.33512, -71.11744 42.33856, -71.11898 42.34002))"
"Green-D","place-bvmnl","POLYGON ((-71.10734 42.33355, -71.10734 42.33319, -71.10735 42.33308, -71.10739 42.33299, -71.10996 42.32863, -71.11015 42.32833, -71.11267 42.32702, -71.11553 42.3269, -71.11979 42.32638, -71.11985 42.32638, -71.12016 42.32656, -71.12053 42.3268, -71.12277 42.33668, -71.1215 42.33755, -71.11716 42.33845, -71.1079 42.33466, -71.10734 42.33355))"
"Green-D","place-brkhl","POLYGON ((-71.12215 42.32575, -71.12234 42.32545, -71.12387 42.32498, -71.12668 42.32537, -71.12899 42.32621, -71.13097 42.32716, -71.13328 42.32844, -71.13354 42.32859, -71.13361 42.32868, -71.13474 42.33035, -71.13544 42.33147, -71.133 42.33561, -71.13093 42.33608, -71.12947 42.33639, -71.12773 42.33672, -71.12599 42.33674, -71.12589 42.33673, -71.12266 42.33621, -71.1208 42.32802, -71.12215 42.32575))"
"Green-D","place-bcnfd","POLYGON ((-71.13539 42.33165, -71.13691 42.33131, -71.13987 42.33078, -71.14386 42.33108, -71.14647 42.34016, -71.1461 42.34059, -71.14516 42.34132, -71.14279 42.34214, -71.14245 42.34218, -71.1423 42.3422, -71.14097 42.34232, -71.14085 42.34232, -71.14078 42.34229, -71.13709 42.34049, -71.13545 42.33962, -71.13539 42.33959, -71.13464 42.33907, -71.13345 42.33744, -71.13313 42.33538, -71.13532 42.33168, -71.13539 42.33165))"
"Green-D","place-rsmnl","POLYGON ((-71.1444 42.32808, -71.14465 42.32782, -71.14951 42.32885, -71.15364 42.32946, -71.15671 42.33142, -71.15681 42.33177, -71.15677 42.33185, -71.15662 42.33199, -71.15619 42.33227, -71.1574 42.33802, -71.15794 42.3382, -71.15783 42.33854, -71.15689 42.33962, -71.1561 42.34043, -71.15585 42.34069, -71.15247 42.34086, -71.14786 42.34112, -71.14731 42.34112, -71.14661 42.34065, -71.14336 42.32935, -71.1444 42.32808))"
"Green-D","place-chhil","POLYGON ((-71.17288 42.32936, -71.1728 42.32971, -71.17175 42.33172, -71.17152 42.332, -71.16597 42.33306, -71.16566 42.33288, -71.16559 42.32872, -71.16153 42.32748, -71.15984 42.32819, -71.1595 42.32846, -71.15915 42.32872, -71.15854 42.3292, -71.15828 42.32934, -71.1577 42.32962, -71.15712 42.32991, -71.15702 42.3299, -71.15686 42.32957, -71.15655 42.32755, -71.15675 42.32622, -71.15705 42.32502, -71.15857 42.32337, -71.16297 42.31986, -71.16333 42.3199, -71.16544 42.32062, -71.16926 42.32211, -71.16935 42.32246, -71.16935 42.32335, -71.16931 42.32355, -71.17104 42.32869, -71.1721 42.32917, -71.17259 42.32929, -71.17288 42.32936))"
"Green-D","place-newto","POLYGON ((-71.20164 42.33039, -71.20164 42.33075, -71.2 42.33243, -71.19998 42.33243, -71.19509 42.33492, -71.19352 42.33582, -71.19335 42.33591, -71.19325 42.33591, -71.1912 42.33594, -71.18758 42.33493, -71.18318 42.33206, -71.18314 42.33171, -71.18315 42.32835, -71.18321 42.328, -71.18412 42.327, -71.18615 42.32472, -71.18648 42.32459, -71.19004 42.32335, -71.19387 42.32295, -71.19422 42.32298, -71.19816 42.32449, -71.20014 42.32656, -71.20164 42.33039))"
"Green-D","place-newtn","POLYGON ((-71.1979 42.32306, -71.19783 42.32271, -71.19772 42.32113, -71.19793 42.31899, -71.20293 42.31703, -71.20349 42.31665, -71.20384 42.31654, -71.20788 42.31535, -71.20824 42.31539, -71.20929 42.31569, -71.21287 42.32458, -71.21188 42.32574, -71.20944 42.32695, -71.20666 42.32908, -71.20632 42.32919, -71.20292 42.32765, -71.19927 42.32565, -71.19893 42.3253, -71.1979 42.32306))"
"Green-D","place-eliot","POLYGON ((-71.21191 42.31678, -71.21264 42.31625, -71.21486 42.31428, -71.21586 42.31403, -71.21998 42.31606, -71.22563 42.317, -71.22567 42.31735, -71.22568 42.3175, -71.22488 42.31945, -71.22092 42.32339, -71.21949 42.32394, -71.21821 42.32415, -71.21611 42.32443, -71.21503 42.3245, -71.21441 42.32438, -71.21263 42.32399, -71.21009 42.31768, -71.21191 42.31678))"
"Green-D","place-waban","POLYGON ((-71.22777 42.32168, -71.22812 42.3216, -71.22974 42.32132, -71.23133 42.32124, -71.23205 42.32125, -71.23278 42.32126, -71.23511 42.32128, -71.23679 42.32202, -71.2392 42.32368, -71.23974 42.32717, -71.23489 42.3316, -71.23269 42.33223, -71.22903 42.33241, -71.22425 42.33133, -71.22287 42.32993, -71.22213 42.32901, -71.22205 42.32866, -71.22198 42.32644, -71.22223 42.32533, -71.22245 42.32441, -71.22327 42.32349, -71.22777 42.32168))"
"Green-D","place-woodl","POLYGON ((-71.2505 42.33035, -71.2502 42.33067, -71.25008 42.33072, -71.24904 42.33095, -71.2471 42.33213, -71.24578 42.33598, -71.24416 42.33847, -71.24413 42.33853, -71.24404 42.33857, -71.24081 42.33966, -71.23987 42.33989, -71.23921 42.33968, -71.2381 42.3373, -71.23595 42.33459, -71.23564 42.33164, -71.23571 42.33129, -71.23826 42.33041, -71.24282 42.3293, -71.24826 42.32892, -71.25058 42.32896, -71.25077 42.32926, -71.2505 42.33035))"
"Green-D","place-river","POLYGON ((-71.25746 42.33374, -71.25722 42.334, -71.25544 42.33494, -71.25384 42.33972, -71.25427 42.34167, -71.2542 42.34183, -71.25294 42.34364, -71.2508 42.34423, -71.25007 42.34425, -71.25001 42.34423, -71.24835 42.34377, -71.24621 42.34166, -71.2461 42.33932, -71.24628 42.33901, -71.25065 42.33704, -71.25378 42.33345, -71.25739 42.33099, -71.2577 42.33117, -71.25775 42.33193, -71.25764 42.33286, -71.25746 42.33374))"
