"season","route_id","parent_station","avg_boardings_wkdy","avg_boardings_wknd","avg_alightings_wkdy","avg_alightings_wknd","avg_boardings_am_peak","avg_boardings_off_peak","avg_boardings_pm_peak","avg_alightings_am_peak","avg_alightings_off_peak","avg_alightings_pm_peak","avg_boardings","avg_alightings"
"Fall 2019","Orange","place-rugg",10089.6883116883,5583.45,10749.4285714286,4242.65,1058,5956.50649350649,3075.18181818182,2208.77922077922,6546.33766233766,1994.31168831169,9160.56701030928,9407.82474226804
"Fall 2019","Orange","place-sbmnl",3601.18181818182,697.45,3864.84415584416,766.85,1394.15584415584,1787.53246753247,419.493506493507,179.441558441558,2207.20779220779,1478.19480519481,3002.47422680412,3226.0824742268
"Fall 2019","Orange","place-state",18243.8961038961,5793.7,17477.5194805195,5817.15,2986.72727272727,9654.93506493507,5602.23376623377,4456.53246753247,9796.14285714286,3224.84415584416,15676.8453608247,15073.3195876289
"Fall 2019","Orange","place-sull",8727.51948051948,3471.7,8480.51948051948,3509.4,2078.35064935065,5081,1568.16883116883,1079.98701298701,5077.2987012987,2323.23376623377,7643.84536082474,7455.54639175258
"Fall 2019","Orange","place-tumnl",6368.53246753247,2037.55,6585.88311688312,2244.2,487.194805194805,3669.24675324675,2212.09090909091,2130.94805194805,3699.45454545455,755.480519480519,5475.54639175258,5690.69072164948
"Fall 2019","Orange","place-welln",7980.75324675325,2978.8,8048.28571428571,2972.4,2669.06493506494,4297.11688311688,1014.57142857143,509.402597402597,4447.48051948052,3091.4025974026,6949.42268041237,7001.71134020619
"Fall 2019","Red","place-alfcl",12070.5194805195,3452.85,12394.7662337662,3410.6,4837.02597402597,5254.58441558442,1978.90909090909,1255.14285714286,5828.02597402597,5311.5974025974,10293.6804123711,10542.3608247423
"Fall 2019","Red","place-andrw",6131.32467532467,2132.75,6389.51948051948,2361.3,1553.53246753247,3530.02597402597,1047.76623376623,701.831168831169,3937.90909090909,1749.77922077922,5306.87628865979,5558.9587628866
"Fall 2019","Red","place-asmnl",9025.1038961039,2691.4,7656.16883116883,2489.1,3132.22077922078,4988.77922077922,904.103896103896,503.103896103896,4287.1948051948,2865.87012987013,7719.18556701031,6590.79381443299
"Fall 2019","Red","place-brdwy",6318.90909090909,1939.2,6393.48051948052,2057.05,1663.2987012987,3198.02597402597,1457.58441558442,1222.61038961039,3450.75324675325,1720.11688311688,5415.87628865979,5499.37113402062
"Fall 2019","Red","place-brntn",4533.98701298701,1518.6,4096.02597402597,1071.65,1718.61038961039,2409.72727272727,405.649350649351,137,2073.87012987013,1885.15584415584,3912.25773195876,3472.44329896907
"Fall 2019","Red","place-chmnl",10843.0909090909,2722.4,11118.0649350649,2695.35,1096.48051948052,6004.77922077922,3741.83116883117,3356.48051948052,6403.77922077922,1357.80519480519,9168.72164948454,9381.42268041237
"Fall 2019","Red","place-cntsq",15431.4025974026,5815.6,16856.8441558442,6483.7,2976.97402597403,8411.71428571429,4042.71428571429,3429.87012987013,9027.14285714286,4399.83116883117,13448.7628865979,14718.0515463918
"Fall 2019","Red","place-davis",12266.5584415584,4330.45,12837.3766233766,4658.8,5052.49350649351,5894.07792207792,1319.98701298701,658.792207792208,6674.25974025974,5504.32467532467,10630.2474226804,11151.0721649485
"Fall 2019","Red","place-dwnxg",32208.8441558442,8016.75,34425.8701298701,8787.25,4696.22077922078,17882.6883116883,9629.93506493507,8903.31168831169,18377.5844155844,7144.97402597403,27220.7835051546,29139.5567010309
"Fall 2019","Red","place-fldcr",5424.57142857143,1882.5,5659.74025974026,2114.5,1413.51948051948,3309.33766233766,701.714285714286,636.298701298701,3485.51948051948,1537.92207792208,4694.24742268041,4928.76288659794
"Fall 2019","Red","place-harsq",18015.1428571429,8649.75,15906.6753246753,8248.9,2622.05194805195,10616.9350649351,4776.15584415584,3395.71428571429,9054.20779220779,3456.75324675325,16084.1340206186,14327.7525773196
"Fall 2019","Red","place-jfk",10805.5324675325,2851.95,11045.6493506493,2865.8,1703.38961038961,6474.63636363636,2627.50649350649,2494.2987012987,6368.38961038961,2182.96103896104,9165.61855670103,9359.0824742268
"Fall 2019","Red","place-knncl",17908.8701298701,3480.5,18915.961038961,3624.45,920.220779220779,8580.32467532467,8408.32467532467,7405.53246753247,9760.97402597403,1749.45454545455,14933.9484536082,15763.0721649485
"Fall 2019","Red","place-nqncy",6260.49350649351,1750.15,6599.18181818182,1886.5,2115.31168831169,3234.02597402597,911.155844155844,710.12987012987,3467.75324675325,2421.2987012987,5330.52577319588,5627.49484536082
"Fall 2019","Red","place-pktrm",32814.038961039,14695.6,30938.7272727273,14768.85,3075.53246753247,18957,10781.5064935065,8170.79220779221,17072.7402597403,5695.1948051948,29078.2783505155,27604.7319587629
"Fall 2019","Red","place-portr",8945.72727272727,3315.25,9539.74025974026,3436.85,3466.25974025974,4438.38961038961,1041.07792207792,550.181818181818,5003.03896103896,3986.51948051948,7784.80412371134,8281.41237113402
"Fall 2019","Red","place-qamnl",4335.98701298701,1033.1,4489.12987012987,1040.7,1789.88311688312,2127.67532467532,418.428571428571,271.922077922078,2310.36363636364,1906.84415584416,3654.9793814433,3778.11340206186
"Fall 2019","Red","place-qnctr",7741.46753246753,2350.9,8086.4025974026,2602.25,2778.88311688312,4208.03896103896,754.545454545455,619.805194805195,4368.31168831169,3098.28571428571,6630.01030927835,6955.64948453608
"Fall 2019","Red","place-shmnl",2341.22077922078,778.8,2467.48051948052,793.85,870.844155844156,1247.98701298701,222.38961038961,156.61038961039,1445.77922077922,865.090909090909,2019.07216494845,2122.40206185567
"Fall 2019","Red","place-smmnl",2438.33766233766,729.2,2987.62337662338,921.15,898.441558441558,1334.36363636364,205.532467532468,229.675324675325,1735.37662337662,1022.57142857143,2085.9381443299,2561.54639175258
"Fall 2019","Red","place-sstat",28859.2987012987,7459.95,25567.3506493507,5166.9,4501.41558441558,13736.4675324675,10621.4155844156,9338.90909090909,11449.3766233766,4779.06493506493,24447.0618556701,21361.0721649485
"Fall 2019","Red","place-wlsta",3485.41558441558,1187.15,3834.25974025974,1299.5,1365.23376623377,1886.46753246753,233.714285714286,99.8701298701299,2143.87012987013,1590.51948051948,3011.54639175258,3311.62886597938
